timestamp,token,poolAddress,price,liquidity,volume
1754291775034,So11111111111111111111111111111111111111112,FakePool0,162.534556,,
1754291789977,So11111111111111111111111111111111111111112,FakePool0,162.556226,,
1754291804966,So11111111111111111111111111111111111111112,FakePool0,162.486679,,
1754291820094,So11111111111111111111111111111111111111112,FakePool0,162.533089,,
1754291834982,So11111111111111111111111111111111111111112,FakePool0,162.486071,,
1754291850032,So11111111111111111111111111111111111111112,FakePool0,162.455504,,
1754291865042,So11111111111111111111111111111111111111112,FakePool0,162.466366,,
1754291880016,So11111111111111111111111111111111111111112,FakePool0,162.496608,,
1754291894939,So11111111111111111111111111111111111111112,FakePool0,162.403341,,
1754291910082,So11111111111111111111111111111111111111112,FakePool0,162.395603,,
1754291925056,So11111111111111111111111111111111111111112,FakePool0,162.459448,,
1754291939989,So11111111111111111111111111111111111111112,FakePool0,162.319935,,
1754291955249,So11111111111111111111111111111111111111112,FakePool0,162.376661,,
1754291970001,So11111111111111111111111111111111111111112,FakePool0,162.264516,,
1754291984980,So11111111111111111111111111111111111111112,FakePool0,162.319237,,
1754292000094,So11111111111111111111111111111111111111112,FakePool0,162.308893,,
1754292014972,So11111111111111111111111111111111111111112,FakePool0,162.349915,,
1754292030019,So11111111111111111111111111111111111111112,FakePool0,162.310955,,
1754292045154,So11111111111111111111111111111111111111112,FakePool0,162.283367,,
1754292060069,So11111111111111111111111111111111111111112,FakePool0,162.208238,,
1754292075018,So11111111111111111111111111111111111111112,FakePool0,162.279604,,
1754292090158,So11111111111111111111111111111111111111112,FakePool0,162.301985,,
1754292105080,So11111111111111111111111111111111111111112,FakePool0,162.306108,,
1754292120096,So11111111111111111111111111111111111111112,FakePool0,162.319507,,
1754292135122,So11111111111111111111111111111111111111112,FakePool0,162.321573,,
1754292150092,So11111111111111111111111111111111111111112,FakePool0,162.25561,,
1754292165548,So11111111111111111111111111111111111111112,FakePool0,162.26944,,
1754292180064,So11111111111111111111111111111111111111112,FakePool0,162.238498,,
1754292194947,So11111111111111111111111111111111111111112,FakePool0,162.169017,,
1754292210055,So11111111111111111111111111111111111111112,FakePool0,162.140128,,
1754292225149,So11111111111111111111111111111111111111112,FakePool0,162.178372,,
1754292240078,So11111111111111111111111111111111111111112,FakePool0,162.153676,,
1754292255080,So11111111111111111111111111111111111111112,FakePool0,162.171368,,
1754292270238,So11111111111111111111111111111111111111112,FakePool0,162.204068,,
1754292285071,So11111111111111111111111111111111111111112,FakePool0,162.29173,,
1754292300046,So11111111111111111111111111111111111111112,FakePool0,162.287997,,
1754292315114,So11111111111111111111111111111111111111112,FakePool0,162.333046,,
1754292330009,So11111111111111111111111111111111111111112,FakePool0,162.414743,,
1754292345070,So11111111111111111111111111111111111111112,FakePool0,162.350943,,
1754292360273,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754292374586,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754292389605,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754292404581,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754293448493,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754294449330,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754295419166,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754296378979,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754297424788,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298354638,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298369643,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298384645,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298399647,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298414649,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298429651,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298444653,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298459653,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754298474653,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754299638325,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754301596016,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754302524833,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754303554656,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754304582479,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754305557282,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754306529103,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754307480920,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754308428737,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309330587,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309345601,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309360592,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309375590,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309390591,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309405594,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309420596,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309435599,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754309450601,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754310489581,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754311490415,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754312457245,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754313536080,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754313700892,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754315721746,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754317552286,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754318470743,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754320589300,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754320958747,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754321021500,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754322023452,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754322990299,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754323920132,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754324618963,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754325668270,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754326717097,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754327792893,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754328281692,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754329871045,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754329886041,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754329901044,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754329916048,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754329931055,So11111111111111111111111111111111111111112,FakePool0,162.345724,,
1754329946879,So11111111111111111111111111111111111111112,FakePool0,167.928474,,
1754329961561,So11111111111111111111111111111111111111112,FakePool0,168.033072,,
1754329976433,So11111111111111111111111111111111111111112,FakePool0,167.965451,,
1754329991607,So11111111111111111111111111111111111111112,FakePool0,168.065476,,
1754330006568,So11111111111111111111111111111111111111112,FakePool0,167.975885,,
1754330021466,So11111111111111111111111111111111111111112,FakePool0,168.03427,,
1754330036727,So11111111111111111111111111111111111111112,FakePool0,168.004566,,
1754330051443,So11111111111111111111111111111111111111112,FakePool0,167.890278,,
1754330066458,So11111111111111111111111111111111111111112,FakePool0,167.927909,,
1754330081568,So11111111111111111111111111111111111111112,FakePool0,167.964282,,
1754330096830,So11111111111111111111111111111111111111112,FakePool0,167.90325,,
1754330111449,So11111111111111111111111111111111111111112,FakePool0,167.93733,,
1754330126525,So11111111111111111111111111111111111111112,FakePool0,167.827904,,
1754330141475,So11111111111111111111111111111111111111112,FakePool0,167.738687,,
1754330156514,So11111111111111111111111111111111111111112,FakePool0,167.809654,,
1754330171561,So11111111111111111111111111111111111111112,FakePool0,167.801368,,
1754330186500,So11111111111111111111111111111111111111112,FakePool0,167.848677,,
1754330201461,So11111111111111111111111111111111111111112,FakePool0,167.731881,,
1754330216565,So11111111111111111111111111111111111111112,FakePool0,167.68832,,
1754330231560,So11111111111111111111111111111111111111112,FakePool0,167.699376,,
1754330246551,So11111111111111111111111111111111111111112,FakePool0,167.779816,,
1754330262053,So11111111111111111111111111111111111111112,FakePool0,167.706392,,
1754330276489,So11111111111111111111111111111111111111112,FakePool0,167.73057,,
1754330291489,So11111111111111111111111111111111111111112,FakePool0,167.688817,,
1754330306504,So11111111111111111111111111111111111111112,FakePool0,167.679949,,
1754330321413,So11111111111111111111111111111111111111112,FakePool0,167.76565,,
1754330336623,So11111111111111111111111111111111111111112,FakePool0,167.742998,,
1754330351521,So11111111111111111111111111111111111111112,FakePool0,167.739134,,
1754330366504,So11111111111111111111111111111111111111112,FakePool0,167.733958,,
1754330381434,So11111111111111111111111111111111111111112,FakePool0,167.891137,,
1754330396613,So11111111111111111111111111111111111111112,FakePool0,167.863622,,
1754330411889,So11111111111111111111111111111111111111112,FakePool0,167.951933,,
1754330426763,So11111111111111111111111111111111111111112,FakePool0,167.964118,,
1754330441582,So11111111111111111111111111111111111111112,FakePool0,168.064012,,
1754330456456,So11111111111111111111111111111111111111112,FakePool0,168.133839,,
1754330472008,So11111111111111111111111111111111111111112,FakePool0,168.126427,,
1754330486616,So11111111111111111111111111111111111111112,FakePool0,168.128014,,
1754330501685,So11111111111111111111111111111111111111112,FakePool0,168.04426,,
1754330516457,So11111111111111111111111111111111111111112,FakePool0,168.09821,,
1754330531569,So11111111111111111111111111111111111111112,FakePool0,168.059069,,
1754330546458,So11111111111111111111111111111111111111112,FakePool0,167.957405,,
1754330561607,So11111111111111111111111111111111111111112,FakePool0,167.957593,,
1754330576750,So11111111111111111111111111111111111111112,FakePool0,167.979022,,
1754330591697,So11111111111111111111111111111111111111112,FakePool0,167.933495,,
1754330606538,So11111111111111111111111111111111111111112,FakePool0,167.898923,,
1754330621565,So11111111111111111111111111111111111111112,FakePool0,167.83976,,
1754330636601,So11111111111111111111111111111111111111112,FakePool0,167.870939,,
1754330651739,So11111111111111111111111111111111111111112,FakePool0,167.866546,,
1754330666603,So11111111111111111111111111111111111111112,FakePool0,167.870324,,
1754330681643,So11111111111111111111111111111111111111112,FakePool0,167.7093,,
1754330696507,So11111111111111111111111111111111111111112,FakePool0,167.851729,,
1754330711651,So11111111111111111111111111111111111111112,FakePool0,167.772158,,
1754330726875,So11111111111111111111111111111111111111112,FakePool0,167.939201,,
1754330741516,So11111111111111111111111111111111111111112,FakePool0,167.977021,,
1754330756603,So11111111111111111111111111111111111111112,FakePool0,167.887339,,
1754330771485,So11111111111111111111111111111111111111112,FakePool0,167.845239,,
1754330786540,So11111111111111111111111111111111111111112,FakePool0,167.936311,,
1754330801575,So11111111111111111111111111111111111111112,FakePool0,167.821191,,
1754330817786,So11111111111111111111111111111111111111112,FakePool0,167.814673,,
1754330831964,So11111111111111111111111111111111111111112,FakePool0,167.766304,,
1754330846988,So11111111111111111111111111111111111111112,FakePool0,167.691969,,
1754330862166,So11111111111111111111111111111111111111112,FakePool0,167.65365,,
1754330876986,So11111111111111111111111111111111111111112,FakePool0,167.667947,,
1754330892004,So11111111111111111111111111111111111111112,FakePool0,167.800179,,
1754330907116,So11111111111111111111111111111111111111112,FakePool0,167.795415,,
1754330922016,So11111111111111111111111111111111111111112,FakePool0,167.752386,,
1754330936967,So11111111111111111111111111111111111111112,FakePool0,167.805756,,
1754330952381,So11111111111111111111111111111111111111112,FakePool0,167.726459,,
1754330966972,So11111111111111111111111111111111111111112,FakePool0,167.664166,,
1754330981982,So11111111111111111111111111111111111111112,FakePool0,167.567908,,
1754330997137,So11111111111111111111111111111111111111112,FakePool0,167.516271,,
1754331012040,So11111111111111111111111111111111111111112,FakePool0,167.616219,,
1754331027048,So11111111111111111111111111111111111111112,FakePool0,167.545928,,
1754331042321,So11111111111111111111111111111111111111112,FakePool0,167.496754,,
1754331057004,So11111111111111111111111111111111111111112,FakePool0,167.326188,,
1754331071978,So11111111111111111111111111111111111111112,FakePool0,167.368094,,
1754331087113,So11111111111111111111111111111111111111112,FakePool0,167.429486,,
1754331102037,So11111111111111111111111111111111111111112,FakePool0,167.412618,,
1754331117050,So11111111111111111111111111111111111111112,FakePool0,167.433104,,
1754331132331,So11111111111111111111111111111111111111112,FakePool0,167.574021,,
1754331147056,So11111111111111111111111111111111111111112,FakePool0,167.442748,,
1754331162150,So11111111111111111111111111111111111111112,FakePool0,167.421957,,
1754331177215,So11111111111111111111111111111111111111112,FakePool0,167.486248,,
1754331192039,So11111111111111111111111111111111111111112,FakePool0,167.406409,,
1754331206986,So11111111111111111111111111111111111111112,FakePool0,167.322835,,
1754331222159,So11111111111111111111111111111111111111112,FakePool0,167.298889,,
1754331236982,So11111111111111111111111111111111111111112,FakePool0,167.309413,,
1754331251995,So11111111111111111111111111111111111111112,FakePool0,167.265497,,
1754331267335,So11111111111111111111111111111111111111112,FakePool0,167.296526,,
1754331281971,So11111111111111111111111111111111111111112,FakePool0,167.314641,,
1754331296999,So11111111111111111111111111111111111111112,FakePool0,167.226954,,
1754331312303,So11111111111111111111111111111111111111112,FakePool0,167.304207,,
1754331327069,So11111111111111111111111111111111111111112,FakePool0,167.250213,,
1754331342007,So11111111111111111111111111111111111111112,FakePool0,167.213958,,
1754331361387,So11111111111111111111111111111111111111112,FakePool0,167.236986,,
1754331371963,So11111111111111111111111111111111111111112,FakePool0,167.214376,,
1754331387356,So11111111111111111111111111111111111111112,FakePool0,167.207326,,
1754331402363,So11111111111111111111111111111111111111112,FakePool0,167.396186,,
1754331416992,So11111111111111111111111111111111111111112,FakePool0,167.413451,,
1754331432180,So11111111111111111111111111111111111111112,FakePool0,167.46366,,
1754331447229,So11111111111111111111111111111111111111112,FakePool0,167.459761,,
1754331462001,So11111111111111111111111111111111111111112,FakePool0,167.339468,,
1754331477119,So11111111111111111111111111111111111111112,FakePool0,167.427407,,
1754331492370,So11111111111111111111111111111111111111112,FakePool0,167.314203,,
1754331507024,So11111111111111111111111111111111111111112,FakePool0,167.483392,,
1754331521991,So11111111111111111111111111111111111111112,FakePool0,167.391517,,
1754331537141,So11111111111111111111111111111111111111112,FakePool0,167.354452,,
1754331551982,So11111111111111111111111111111111111111112,FakePool0,167.291624,,
1754331567031,So11111111111111111111111111111111111111112,FakePool0,167.31435,,
1754331581794,So11111111111111111111111111111111111111112,FakePool0,167.350625,,
1754331596467,So11111111111111111111111111111111111111112,FakePool0,167.355702,,
1754331611460,So11111111111111111111111111111111111111112,FakePool0,167.42303,,
1754331626528,So11111111111111111111111111111111111111112,FakePool0,167.449931,,
1754331641433,So11111111111111111111111111111111111111112,FakePool0,167.417659,,
1754331656488,So11111111111111111111111111111111111111112,FakePool0,167.440666,,
1754331671582,So11111111111111111111111111111111111111112,FakePool0,167.548331,,
1754331686542,So11111111111111111111111111111111111111112,FakePool0,167.616373,,
1754331701716,So11111111111111111111111111111111111111112,FakePool0,167.552851,,
1754331715999,So11111111111111111111111111111111111111112,FakePool0,167.552851,,
1754331730986,So11111111111111111111111111111111111111112,FakePool0,167.552851,,
1754333677892,So11111111111111111111111111111111111111112,FakePool0,167.552851,,
1754333867771,So11111111111111111111111111111111111111112,FakePool0,167.552851,,
1754340230844,So11111111111111111111111111111111111111112,FakePool0,167.841511,,
1754340245364,So11111111111111111111111111111111111111112,FakePool0,167.866686,,
1754340260384,So11111111111111111111111111111111111111112,FakePool0,167.878868,,
1754340275463,So11111111111111111111111111111111111111112,FakePool0,167.805012,,
1754340290478,So11111111111111111111111111111111111111112,FakePool0,167.869625,,
1754340305352,So11111111111111111111111111111111111111112,FakePool0,167.7624,,
1754340320416,So11111111111111111111111111111111111111112,FakePool0,167.733084,,
1754340335468,So11111111111111111111111111111111111111112,FakePool0,167.740007,,
1754340350456,So11111111111111111111111111111111111111112,FakePool0,167.497318,,
1754340365495,So11111111111111111111111111111111111111112,FakePool0,167.378373,,
1754340380336,So11111111111111111111111111111111111111112,FakePool0,167.201741,,
1754340395405,So11111111111111111111111111111111111111112,FakePool0,167.271323,,
1754340410469,So11111111111111111111111111111111111111112,FakePool0,167.285823,,
1754340425364,So11111111111111111111111111111111111111112,FakePool0,167.394527,,
1754340440462,So11111111111111111111111111111111111111112,FakePool0,167.273521,,
1754340455445,So11111111111111111111111111111111111111112,FakePool0,167.341162,,
1754340470422,So11111111111111111111111111111111111111112,FakePool0,167.342468,,
1754340485452,So11111111111111111111111111111111111111112,FakePool0,167.33028,,
1754340500450,So11111111111111111111111111111111111111112,FakePool0,167.260482,,
1754340514951,So11111111111111111111111111111111111111112,FakePool0,167.22743,,
1754340515365,So11111111111111111111111111111111111111112,FakePool0,167.234161,,
1754340529738,So11111111111111111111111111111111111111112,FakePool0,167.101288,,
1754340530363,So11111111111111111111111111111111111111112,FakePool0,167.101288,,
1754340544920,So11111111111111111111111111111111111111112,FakePool0,167.044291,,
1754340545430,So11111111111111111111111111111111111111112,FakePool0,167.04398,,
1754340559692,So11111111111111111111111111111111111111112,FakePool0,166.905355,,
1754340560365,So11111111111111111111111111111111111111112,FakePool0,166.866999,,
1754340574705,So11111111111111111111111111111111111111112,FakePool0,166.886031,,
1754340575510,So11111111111111111111111111111111111111112,FakePool0,166.872698,,
1754340589760,So11111111111111111111111111111111111111112,FakePool0,166.888015,,
1754340590385,So11111111111111111111111111111111111111112,FakePool0,166.886785,,
1754340604745,So11111111111111111111111111111111111111112,FakePool0,166.927208,,
1754340605435,So11111111111111111111111111111111111111112,FakePool0,166.927208,,
1754340619891,So11111111111111111111111111111111111111112,FakePool0,166.889647,,
1754340620368,So11111111111111111111111111111111111111112,FakePool0,166.885035,,
1754340634744,So11111111111111111111111111111111111111112,FakePool0,166.878861,,
1754340635373,So11111111111111111111111111111111111111112,FakePool0,166.867106,,
1754340649815,So11111111111111111111111111111111111111112,FakePool0,166.911582,,
1754340650454,So11111111111111111111111111111111111111112,FakePool0,166.905805,,
1754340664713,So11111111111111111111111111111111111111112,FakePool0,166.991708,,
1754340665429,So11111111111111111111111111111111111111112,FakePool0,166.990899,,
1754340679742,So11111111111111111111111111111111111111112,FakePool0,167.119873,,
1754340680341,So11111111111111111111111111111111111111112,FakePool0,167.119873,,
1754340694892,So11111111111111111111111111111111111111112,FakePool0,167.228459,,
1754340695477,So11111111111111111111111111111111111111112,FakePool0,167.216459,,
1754340709777,So11111111111111111111111111111111111111112,FakePool0,167.146414,,
1754340710360,So11111111111111111111111111111111111111112,FakePool0,167.145967,,
1754340724788,So11111111111111111111111111111111111111112,FakePool0,167.132234,,
1754340725479,So11111111111111111111111111111111111111112,FakePool0,167.15019,,
1754340739683,So11111111111111111111111111111111111111112,FakePool0,166.971962,,
1754340740637,So11111111111111111111111111111111111111112,FakePool0,167.000791,,
1754340754789,So11111111111111111111111111111111111111112,FakePool0,166.957045,,
1754340755655,So11111111111111111111111111111111111111112,FakePool0,166.958814,,
1754340769816,So11111111111111111111111111111111111111112,FakePool0,167.031773,,
1754340770357,So11111111111111111111111111111111111111112,FakePool0,167.019498,,
1754340784690,So11111111111111111111111111111111111111112,FakePool0,166.976526,,
1754340785414,So11111111111111111111111111111111111111112,FakePool0,166.976526,,
1754340799783,So11111111111111111111111111111111111111112,FakePool0,167.061914,,
1754340800690,So11111111111111111111111111111111111111112,FakePool0,167.059535,,
1754340814765,So11111111111111111111111111111111111111112,FakePool0,167.239229,,
1754340815417,So11111111111111111111111111111111111111112,FakePool0,167.274304,,
1754340829846,So11111111111111111111111111111111111111112,FakePool0,167.296728,,
1754340830532,So11111111111111111111111111111111111111112,FakePool0,167.298441,,
1754340844884,So11111111111111111111111111111111111111112,FakePool0,167.384415,,
1754340845440,So11111111111111111111111111111111111111112,FakePool0,167.384415,,
1754340859967,So11111111111111111111111111111111111111112,FakePool0,167.327509,,
1754340860525,So11111111111111111111111111111111111111112,FakePool0,167.328071,,
1754340874808,So11111111111111111111111111111111111111112,FakePool0,167.360205,,
1754340875551,So11111111111111111111111111111111111111112,FakePool0,167.320485,,
1754340889850,So11111111111111111111111111111111111111112,FakePool0,167.434024,,
1754340890440,So11111111111111111111111111111111111111112,FakePool0,167.434024,,
1754340904848,So11111111111111111111111111111111111111112,FakePool0,167.355248,,
1754340905470,So11111111111111111111111111111111111111112,FakePool0,167.350337,,
1754340919929,So11111111111111111111111111111111111111112,FakePool0,167.343088,,
1754340920470,So11111111111111111111111111111111111111112,FakePool0,167.343088,,
1754340934822,So11111111111111111111111111111111111111112,FakePool0,167.344854,,
1754340935416,So11111111111111111111111111111111111111112,FakePool0,167.329065,,
1754340949827,So11111111111111111111111111111111111111112,FakePool0,167.352041,,
1754340950532,So11111111111111111111111111111111111111112,FakePool0,167.348613,,
1754340964848,So11111111111111111111111111111111111111112,FakePool0,167.34208,,
1754340965406,So11111111111111111111111111111111111111112,FakePool0,167.341953,,
1754340979825,So11111111111111111111111111111111111111112,FakePool0,167.225479,,
1754340980424,So11111111111111111111111111111111111111112,FakePool0,167.205249,,
1754340994901,So11111111111111111111111111111111111111112,FakePool0,167.20626,,
1754340995392,So11111111111111111111111111111111111111112,FakePool0,167.20626,,
1754341009781,So11111111111111111111111111111111111111112,FakePool0,167.205657,,
1754341010472,So11111111111111111111111111111111111111112,FakePool0,167.205657,,
1754341024896,So11111111111111111111111111111111111111112,FakePool0,167.260098,,
1754341025565,So11111111111111111111111111111111111111112,FakePool0,167.261109,,
1754341039806,So11111111111111111111111111111111111111112,FakePool0,167.257043,,
1754341040577,So11111111111111111111111111111111111111112,FakePool0,167.265703,,
1754341054932,So11111111111111111111111111111111111111112,FakePool0,167.316398,,
1754341055810,So11111111111111111111111111111111111111112,FakePool0,167.288581,,
1754341070331,So11111111111111111111111111111111111111112,FakePool0,167.268894,,
1754341070424,So11111111111111111111111111111111111111112,FakePool0,167.268894,,
1754341085077,So11111111111111111111111111111111111111112,FakePool0,167.366634,,
1754341085449,So11111111111111111111111111111111111111112,FakePool0,167.366558,,
1754341099783,So11111111111111111111111111111111111111112,FakePool0,167.311937,,
1754341100526,So11111111111111111111111111111111111111112,FakePool0,167.270211,,
1754341114869,So11111111111111111111111111111111111111112,FakePool0,167.343482,,
1754341115450,So11111111111111111111111111111111111111112,FakePool0,167.331851,,
1754341130047,So11111111111111111111111111111111111111112,FakePool0,167.293019,,
1754341130621,So11111111111111111111111111111111111111112,FakePool0,167.383936,,
1754341144920,So11111111111111111111111111111111111111112,FakePool0,167.426907,,
1754341145554,So11111111111111111111111111111111111111112,FakePool0,167.392438,,
1754341159788,So11111111111111111111111111111111111111112,FakePool0,167.389061,,
1754341160546,So11111111111111111111111111111111111111112,FakePool0,167.387607,,
1754341174936,So11111111111111111111111111111111111111112,FakePool0,167.396753,,
1754341175511,So11111111111111111111111111111111111111112,FakePool0,167.400151,,
1754341189920,So11111111111111111111111111111111111111112,FakePool0,167.356652,,
1754341190457,So11111111111111111111111111111111111111112,FakePool0,167.345445,,
1754341205303,So11111111111111111111111111111111111111112,FakePool0,167.331829,,
1754341206568,So11111111111111111111111111111111111111112,FakePool0,167.489627,,
1754341219867,So11111111111111111111111111111111111111112,FakePool0,167.43576,,
1754341220870,So11111111111111111111111111111111111111112,FakePool0,167.456638,,
1754341234819,So11111111111111111111111111111111111111112,FakePool0,167.503084,,
1754341235483,So11111111111111111111111111111111111111112,FakePool0,167.458484,,
1754341249794,So11111111111111111111111111111111111111112,FakePool0,167.580925,,
1754341250490,So11111111111111111111111111111111111111112,FakePool0,167.639311,,
1754341264948,So11111111111111111111111111111111111111112,FakePool0,167.5368,,
1754341265572,So11111111111111111111111111111111111111112,FakePool0,167.537975,,
1754341280007,So11111111111111111111111111111111111111112,FakePool0,167.484915,,
1754341280504,So11111111111111111111111111111111111111112,FakePool0,167.531604,,
1754341294814,So11111111111111111111111111111111111111112,FakePool0,167.515937,,
1754341295577,So11111111111111111111111111111111111111112,FakePool0,167.513409,,
1754341309849,So11111111111111111111111111111111111111112,FakePool0,167.537042,,
